event_name,tp_pct,sl_pct,long_exit_reason,short_exit_reason,first_side_to_hit,long_pnl_pct,short_pnl_pct,combined_pnl_pct,combined_pnl_pct_after_fees,long_mfe_pct,long_mae_pct,short_mfe_pct,short_mae_pct,ambiguous_bar,event_type
CPI_Apr2025,1.5,0.5,tp,sl,long,1.5,-0.5,1.0,1.0,1.695553,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,1.5,1.0,tp,sl,long,1.5,-1.0,0.5,0.5,1.695553,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,1.5,1.5,tp,sl,long,1.5,-1.5,0.0,0.0,1.695553,-0.350556,0.350556,-1.695553,False,CPI
CPI_Apr2025,1.5,2.0,tp,sl,long,1.5,-2.0,-0.5,-0.5,1.695553,-0.350556,0.350556,-2.045308,False,CPI
CPI_Apr2025,2.0,0.5,tp,sl,long,2.0,-0.5,1.5,1.5,2.045308,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,2.0,1.0,tp,sl,long,2.0,-1.0,1.0,1.0,2.045308,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,2.0,1.5,tp,sl,long,2.0,-1.5,0.5,0.5,2.045308,-0.350556,0.350556,-1.695553,False,CPI
CPI_Apr2025,2.0,2.0,tp,sl,long,2.0,-2.0,0.0,0.0,2.045308,-0.350556,0.350556,-2.045308,False,CPI
CPI_Apr2025,3.0,0.5,timeout,sl,none,1.968874,-0.5,1.468874,1.468874,2.514717,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,3.0,1.0,timeout,sl,none,1.968874,-1.0,0.968874,0.968874,2.514717,-0.350556,0.350556,-1.154913,False,CPI
CPI_Apr2025,3.0,1.5,timeout,sl,none,1.968874,-1.5,0.468874,0.468874,2.514717,-0.350556,0.350556,-1.695553,False,CPI
CPI_Apr2025,3.0,2.0,timeout,sl,none,1.968874,-2.0,-0.031126,-0.031126,2.514717,-0.350556,0.350556,-2.045308,False,CPI
CPI_May2025,0.5,0.5,tp,sl,long,0.5,-0.5,0.0,0.0,1.165461,-0.246956,0.246956,-1.165461,False,CPI
CPI_May2025,0.5,1.0,tp,sl,long,0.5,-1.0,-0.5,-0.5,1.165461,-0.246956,0.246956,-1.165461,False,CPI
CPI_May2025,0.5,1.5,tp,sl,long,0.5,-1.5,-1.0,-1.0,1.165461,-0.246956,0.246956,-1.634822,False,CPI
CPI_May2025,0.5,2.0,tp,sl,long,0.5,-2.0,-1.5,-1.5,1.165461,-0.246956,0.246956,-2.031974,False,CPI
CPI_May2025,1.0,0.5,tp,sl,long,1.0,-0.5,0.5,0.5,1.165461,-0.246956,0.246956,-1.165461,False,CPI
CPI_May2025,1.0,1.0,tp,sl,long,1.0,-1.0,0.0,0.0,1.165461,-0.246956,0.246956,-1.165461,False,CPI
